path,classification,bytes,inspected
docs/architecture/c4-model.md,documentation/design/configuration,8504,inventory only; see coverage ledger for depth
docs/architecture/ponytail-audit.md,documentation/design/configuration,6216,inventory only; see coverage ledger for depth
docs/diagrams/plugin-admission.architecture.json,documentation/design/configuration,4969,inventory only; see coverage ledger for depth
docs/diagrams/plugin-admission.html,documentation/design/configuration,627072,inventory only; see coverage ledger for depth
docs/images/architecture-preview.png,documentation/design/configuration,110906,inventory only; see coverage ledger for depth
docs/images/checkup-preview.png,documentation/design/configuration,1312073,inventory only; see coverage ledger for depth
docs/images/dashboard-preview.png,documentation/design/configuration,1316292,inventory only; see coverage ledger for depth
docs/images/runtime-checkup.png,documentation/design/configuration,274536,inventory only; see coverage ledger for depth
docs/images/runtime-dashboard.png,documentation/design/configuration,238337,inventory only; see coverage ledger for depth
docs/images/showcase-preview.png,documentation/design/configuration,443795,inventory only; see coverage ledger for depth
docs/images/tui-preview.png,documentation/design/configuration,148029,inventory only; see coverage ledger for depth
docs/migration/command-parity-ledger.md,documentation/design/configuration,2819,inventory only; see coverage ledger for depth
docs/migration/finalization-status.md,documentation/design/configuration,3514,inventory only; see coverage ledger for depth
docs/migration/windows-validation.md,documentation/design/configuration,5720,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-ai-system-doctor-plan.md,documentation/design/configuration,3899,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-ai-system-doctor-requirements.md,documentation/design/configuration,6570,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-community-plugin-sdk-plan.md,documentation/design/configuration,2386,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-community-plugin-sdk-requirements.md,documentation/design/configuration,2900,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-plugin-store-and-modular-architecture-plan.md,documentation/design/configuration,8373,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-plugin-store-and-modular-architecture-requirements.md,documentation/design/configuration,8325,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-plugin-store-components-upgrade-plan.md,documentation/design/configuration,3857,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-rust-background-guard-service-plan.md,documentation/design/configuration,2620,inventory only; see coverage ledger for depth
docs/plans/2026-08-14-rust-background-guard-service-requirements.md,documentation/design/configuration,4767,inventory only; see coverage ledger for depth
docs/plans/2026-09-06-002-feat-power-usability-native-performance-dual-packaging-plan.md,documentation/design/configuration,8715,inventory only; see coverage ledger for depth
docs/plans/2026-09-06-003-impl-wincare-power-usability-native-performance-dual-packaging.md,documentation/design/configuration,7808,inventory only; see coverage ledger for depth
docs/plans/2026-09-06-wincare-modernization-and-ergonomics-plan.md,documentation/design/configuration,8206,inventory only; see coverage ledger for depth
docs/showcase.html,documentation/design/configuration,53543,inventory only; see coverage ledger for depth
docs/terminal-preview.html,documentation/design/configuration,8808,inventory only; see coverage ledger for depth
docs/wincare.architecture.json,documentation/design/configuration,8083,inventory only; see coverage ledger for depth
global.json,documentation/design/configuration,104,inventory only; see coverage ledger for depth
migration/oracle/legacy-command-ids.json,historical-oracle,6354,inventory only; see coverage ledger for depth
migration/oracle/presets.json,historical-oracle,2328,inventory only; see coverage ledger for depth
migration/oracle/provenance.json,historical-oracle,736,inventory only; see coverage ledger for depth
migration/oracle/remediation-rules.json,historical-oracle,71744,inventory only; see coverage ledger for depth
native/Cargo.lock,native-runtime/tests,7666,inventory only; see coverage ledger for depth
native/Cargo.toml,native-runtime/tests,610,inventory only; see coverage ledger for depth
native/wincare-core/Cargo.toml,native-runtime/tests,427,inventory only; see coverage ledger for depth
native/wincare-core/include/wincare_core.h,native-runtime/tests,1222,inventory only; see coverage ledger for depth
native/wincare-core/src/cleaner.rs,native-runtime/tests,5434,inventory only; see coverage ledger for depth
native/wincare-core/src/lib.rs,native-runtime/tests,27502,inventory only; see coverage ledger for depth
native/wincare-core/src/telemetry.rs,native-runtime/tests,5961,inventory only; see coverage ledger for depth
native/wincare-core/tests/c_abi_tests.rs,native-runtime/tests,1146,inventory only; see coverage ledger for depth
native/wincare-core/tests/ffi_contract.rs,native-runtime/tests,3417,inventory only; see coverage ledger for depth
native/wincare-guard/Cargo.toml,native-runtime/tests,412,inventory only; see coverage ledger for depth
native/wincare-guard/src/ipc/mod.rs,native-runtime/tests,135,inventory only; see coverage ledger for depth
native/wincare-guard/src/ipc/pipe_server.rs,native-runtime/tests,16090,inventory only; see coverage ledger for depth
native/wincare-guard/src/lib.rs,native-runtime/tests,654,inventory only; see coverage ledger for depth
native/wincare-guard/src/main.rs,native-runtime/tests,3256,inventory only; see coverage ledger for depth
native/wincare-guard/src/monitors/disk.rs,native-runtime/tests,3361,inventory only; see coverage ledger for depth
native/wincare-guard/src/monitors/mod.rs,native-runtime/tests,1444,inventory only; see coverage ledger for depth
native/wincare-guard/src/monitors/ram.rs,native-runtime/tests,3121,inventory only; see coverage ledger for depth
native/wincare-guard/src/monitors/thermal.rs,native-runtime/tests,4587,inventory only; see coverage ledger for depth
native/wincare-guard/src/notifications/mod.rs,native-runtime/tests,128,inventory only; see coverage ledger for depth
native/wincare-guard/src/notifications/toast.rs,native-runtime/tests,3622,inventory only; see coverage ledger for depth
native/wincare-guard/src/service.rs,native-runtime/tests,1863,inventory only; see coverage ledger for depth
native/wincare-guard/tests/guard_tests.rs,native-runtime/tests,4316,inventory only; see coverage ledger for depth
policy/README.md,documentation/design/configuration,3212,inventory only; see coverage ledger for depth
policy/examples/organization-policy.json,documentation/design/configuration,1819,inventory only; see coverage ledger for depth
rust-toolchain.toml,documentation/design/configuration,150,inventory only; see coverage ledger for depth
src/WinCare.App/App.xaml,runtime,641,inventory only; see coverage ledger for depth
src/WinCare.App/App.xaml.cs,runtime,4708,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/SplashScreen.png,runtime,12736,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/Square150x150Logo.png,runtime,7151,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/Square44x44Logo.png,runtime,1977,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/StoreLogo.png,runtime,2401,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/Wide310x150Logo.png,runtime,7536,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/WinCare.ico,runtime,15972,inventory only; see coverage ledger for depth
src/WinCare.App/Assets/WinCareLogo512.png,runtime,14266,inventory only; see coverage ledger for depth
src/WinCare.App/Controls/WidgetContainer.xaml,runtime,2277,inventory only; see coverage ledger for depth
src/WinCare.App/Controls/WidgetContainer.xaml.cs,runtime,361,inventory only; see coverage ledger for depth
src/WinCare.App/Converters/ThemeResourceBrushConverter.cs,runtime,1067,inventory only; see coverage ledger for depth
src/WinCare.App/MainWindow.xaml,runtime,3122,inventory only; see coverage ledger for depth
src/WinCare.App/MainWindow.xaml.cs,runtime,5540,inventory only; see coverage ledger for depth
src/WinCare.App/Package.appxmanifest,runtime,1728,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/framework-ARM64.pubxml,runtime,761,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/framework-x64.pubxml,runtime,755,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/portable-ARM64.pubxml,runtime,1069,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/portable-x64.pubxml,runtime,1063,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/win-ARM64.pubxml,runtime,409,inventory only; see coverage ledger for depth
src/WinCare.App/Properties/PublishProfiles/win-x64.pubxml,runtime,405,inventory only; see coverage ledger for depth
src/WinCare.App/Services/AppPreferences.cs,runtime,8644,inventory only; see coverage ledger for depth
src/WinCare.App/Services/AppRuntime.cs,runtime,4242,inventory only; see coverage ledger for depth
src/WinCare.App/Services/PageService.cs,runtime,1414,inventory only; see coverage ledger for depth
src/WinCare.App/Styles/ControlStyles.xaml,runtime,5575,inventory only; see coverage ledger for depth
src/WinCare.App/Styles/ThemeResources.xaml,runtime,7433,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/ActivityPageViewModel.cs,runtime,6760,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/AiDoctorPageViewModel.cs,runtime,6080,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/AllToolsPageViewModel.cs,runtime,12060,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/CheckupPageViewModel.cs,runtime,19679,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/FilterOption.cs,runtime,220,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/HomePageViewModel.cs,runtime,16606,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/PageRow.cs,runtime,1744,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/PageSection.cs,runtime,138,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/PluginCardViewModel.cs,runtime,4675,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/PluginStorePageViewModel.cs,runtime,18520,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/RepairRecoveryPageViewModel.cs,runtime,1531,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/SecurityPageViewModel.cs,runtime,1388,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/SettingsPageViewModel.cs,runtime,1611,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/SystemCarePageViewModel.cs,runtime,1811,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/TabbedPageViewModel.cs,runtime,1939,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/ToolExecutionViewModel.cs,runtime,22605,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/ToolParameterFieldViewModel.cs,runtime,3144,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/Pages/ToolRowViewModel.cs,runtime,3469,inventory only; see coverage ledger for depth
src/WinCare.App/ViewModels/ShellViewModel.cs,runtime,212,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Dialogs/PluginDetailDialog.xaml,runtime,7748,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Dialogs/PluginDetailDialog.xaml.cs,runtime,2657,inventory only; see coverage ledger for depth
src/WinCare.App/Views/LayoutVisibility.cs,runtime,469,inventory only; see coverage ledger for depth
src/WinCare.App/Views/PageNavigation.cs,runtime,878,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AboutPage.xaml,runtime,2123,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AboutPage.xaml.cs,runtime,922,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/ActivityPage.xaml,runtime,9888,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/ActivityPage.xaml.cs,runtime,1599,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AiDoctorPage.xaml,runtime,7825,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AiDoctorPage.xaml.cs,runtime,3938,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AllToolsPage.xaml,runtime,21907,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/AllToolsPage.xaml.cs,runtime,13874,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/CheckupPage.xaml,runtime,17820,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/CheckupPage.xaml.cs,runtime,804,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/HelpPage.xaml,runtime,6924,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/HelpPage.xaml.cs,runtime,670,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/HomePage.xaml,runtime,39757,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/HomePage.xaml.cs,runtime,6229,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/PluginStorePage.xaml,runtime,9881,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/PluginStorePage.xaml.cs,runtime,4369,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/RepairRecoveryPage.xaml,runtime,8411,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/RepairRecoveryPage.xaml.cs,runtime,1297,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SecurityPage.xaml,runtime,8276,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SecurityPage.xaml.cs,runtime,1273,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SettingsPage.xaml,runtime,5582,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SettingsPage.xaml.cs,runtime,2118,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SystemCarePage.xaml,runtime,8420,inventory only; see coverage ledger for depth
src/WinCare.App/Views/Pages/SystemCarePage.xaml.cs,runtime,1281,inventory only; see coverage ledger for depth
src/WinCare.App/Views/ShellPage.xaml,runtime,4408,inventory only; see coverage ledger for depth
src/WinCare.App/Views/ShellPage.xaml.cs,runtime,2537,inventory only; see coverage ledger for depth
src/WinCare.App/WinCare.App.csproj,runtime,6021,inventory only; see coverage ledger for depth
src/WinCare.App/app.manifest,runtime,421,inventory only; see coverage ledger for depth
src/WinCare.App/packages.lock.json,runtime,12681,inventory only; see coverage ledger for depth
src/WinCare.App/packages.portable.win-arm64.lock.json,runtime,12628,inventory only; see coverage ledger for depth
src/WinCare.App/packages.portable.win-x64.lock.json,runtime,12628,inventory only; see coverage ledger for depth
src/WinCare.Application/Activity/ActivityJournalService.cs,runtime,9878,inventory only; see coverage ledger for depth
src/WinCare.Application/Activity/IActivityJournalService.cs,runtime,1501,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/CommandDispatcher.cs,runtime,17492,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/CommandExecutionOptions.cs,runtime,631,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/CommandHandlerOutcome.cs,runtime,1621,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/CommandRequestCompatibility.cs,runtime,3101,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/CommandRuntime.cs,runtime,1200,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/DelegatingCommandHandler.cs,runtime,1585,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/ICommandDispatcher.cs,runtime,921,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/ICommandHandler.cs,runtime,546,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/ICommandOperationExecutor.cs,runtime,698,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/ParallelCommandProbeRunner.cs,runtime,3529,inventory only; see coverage ledger for depth
src/WinCare.Application/Commands/SequentialCommandProbeRunner.cs,runtime,2779,inventory only; see coverage ledger for depth
src/WinCare.Application/Diagnostics/DiagnosticEvidenceCollector.cs,runtime,6839,inventory only; see coverage ledger for depth
src/WinCare.Application/Diagnostics/DoctorActionPlan.cs,runtime,3490,inventory only; see coverage ledger for depth
src/WinCare.Application/Diagnostics/IntentTranslator.cs,runtime,12660,inventory only; see coverage ledger for depth
src/WinCare.Application/Diagnostics/RuleBasedIntentInferenceEngine.cs,runtime,4380,inventory only; see coverage ledger for depth
src/WinCare.Application/Native/INativeCoreService.cs,runtime,1076,inventory only; see coverage ledger for depth
src/WinCare.Application/Navigation/NavigationCatalog.cs,runtime,1626,inventory only; see coverage ledger for depth
src/WinCare.Application/Navigation/NavigationDefinition.cs,runtime,588,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/AssemblyPluginLoader.cs,runtime,3548,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/DefaultPluginHost.cs,runtime,3356,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IPluginHost.cs,runtime,1264,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IPluginInstallerService.cs,runtime,5531,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IPluginRegistry.cs,runtime,2290,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IPluginStateRepository.cs,runtime,562,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IPluginWidget.cs,runtime,672,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IRemoteCatalogService.cs,runtime,788,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/IWinCarePlugin.cs,runtime,1565,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/JsonPluginLoader.cs,runtime,9600,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/PluginLoadContext.cs,runtime,2003,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/PluginManifest.cs,runtime,16351,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/PluginRegistryService.cs,runtime,25396,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/PluginSecurityPolicy.cs,runtime,9730,inventory only; see coverage ledger for depth
src/WinCare.Application/Plugins/RemotePluginCatalogModels.cs,runtime,5360,inventory only; see coverage ledger for depth
src/WinCare.Application/Tools/ToolCatalogService.cs,runtime,4924,inventory only; see coverage ledger for depth
src/WinCare.Application/Tools/ToolFilter.cs,runtime,676,inventory only; see coverage ledger for depth
src/WinCare.Application/WinCare.Application.csproj,runtime,525,inventory only; see coverage ledger for depth
src/WinCare.Application/packages.lock.json,runtime,294,inventory only; see coverage ledger for depth
src/WinCare.Application/packages.portable.win-arm64.lock.json,runtime,592,inventory only; see coverage ledger for depth
src/WinCare.Application/packages.portable.win-x64.lock.json,runtime,590,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/CommandCatalog.cs,runtime,3144,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/CommandCatalogJsonContext.cs,runtime,478,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Data/commands.json,runtime,150707,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Data/presets.json,runtime,1786,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Data/remediation-rules.json,runtime,71744,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/EmbeddedJsonResource.cs,runtime,1555,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Models/CommandDefinition.cs,runtime,4484,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Models/CommandParameterCatalog.cs,runtime,11875,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Models/PresetDefinition.cs,runtime,599,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Models/RemediationRule.cs,runtime,2996,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Plugins/BuiltInSecurityPlugin.json,runtime,670,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/Plugins/BuiltInSystemCarePlugin.json,runtime,986,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/RemediationCatalog.cs,runtime,3133,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/RemediationCatalogJsonContext.cs,runtime,627,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/RemediationCatalogValidator.cs,runtime,13002,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/WinCare.CommandCatalog.csproj,runtime,1083,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/packages.lock.json,runtime,126,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/packages.portable.win-arm64.lock.json,runtime,406,inventory only; see coverage ledger for depth
src/WinCare.CommandCatalog/packages.portable.win-x64.lock.json,runtime,404,inventory only; see coverage ledger for depth
src/WinCare.Domain/Activity/ActivityRecord.cs,runtime,1274,inventory only; see coverage ledger for depth
src/WinCare.Domain/Commands/ApprovedMutationPlan.cs,runtime,5322,inventory only; see coverage ledger for depth
src/WinCare.Domain/Commands/CommandRequest.cs,runtime,1510,inventory only; see coverage ledger for depth
src/WinCare.Domain/Commands/CommandResult.cs,runtime,1826,inventory only; see coverage ledger for depth
src/WinCare.Domain/Commands/RiskTier.cs,runtime,954,inventory only; see coverage ledger for depth
src/WinCare.Domain/Serialization/WinCareDomainJsonContext.cs,runtime,1494,inventory only; see coverage ledger for depth
src/WinCare.Domain/Telemetry/INativeSystemProbeRepository.cs,runtime,974,inventory only; see coverage ledger for depth
src/WinCare.Domain/WinCare.Domain.csproj,runtime,300,inventory only; see coverage ledger for depth
src/WinCare.Domain/packages.lock.json,runtime,61,inventory only; see coverage ledger for depth
src/WinCare.Domain/packages.portable.win-arm64.lock.json,runtime,344,inventory only; see coverage ledger for depth
src/WinCare.Domain/packages.portable.win-x64.lock.json,runtime,342,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/BoundedProcessRunner.cs,runtime,7741,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/CommandParameters.cs,runtime,8654,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/CommandStateStore.cs,runtime,6999,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs,runtime,19582,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs,runtime,58154,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs,runtime,68686,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Remediation.cs,runtime,21384,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs,runtime,38221,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs,runtime,20443,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs,runtime,33094,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.cs,runtime,50004,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Commands/WindowsInterop.cs,runtime,7524,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/IPC/GuardPipeClient.cs,runtime,5885,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Native/NativeCoreService.cs,runtime,7194,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Native/NativeCoreStatus.cs,runtime,982,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Native/NativeSystemProbeRepository.cs,runtime,1892,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Native/WinCareCoreNative.cs,runtime,2378,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Observability/StartupTelemetry.cs,runtime,1248,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Plugins/PluginInstallerService.cs,runtime,40625,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Plugins/PluginScriptCommandHandler.cs,runtime,10661,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Plugins/PluginStateRepository.cs,runtime,2888,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/Plugins/RemoteCatalogService.cs,runtime,15999,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/WinCare.Infrastructure.csproj,runtime,1098,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/packages.lock.json,runtime,1950,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/packages.portable.win-arm64.lock.json,runtime,3487,inventory only; see coverage ledger for depth
src/WinCare.Infrastructure/packages.portable.win-x64.lock.json,runtime,3485,inventory only; see coverage ledger for depth
tasks/plan.md,documentation/design/configuration,12671,inventory only; see coverage ledger for depth
tasks/todo.md,documentation/design/configuration,5061,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/ActivityJournalServiceTests.cs,tests,2700,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/AppPreferenceDataTests.cs,tests,1065,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/CommandDispatcherTests.cs,tests,16816,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/CommandFailureCertaintyTests.cs,tests,2369,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/HomePageViewModelTests.cs,tests,7253,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/IntentTranslatorTests.cs,tests,5130,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/MeasurementProbeIsolationTests.cs,tests,3512,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/ParallelCommandProbeRunnerTests.cs,tests,4911,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/PluginLoaderTests.cs,tests,2963,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/PluginManifestTests.cs,tests,3673,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/RiskTierAdmissionTests.cs,tests,8129,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/Serialization/DomainJsonSerializationTests.cs,tests,4502,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/ToolCatalogServiceTests.cs,tests,5842,inventory only; see coverage ledger for depth
